Symbol,Name,Market Cap,Country,IPO Year,Sector,Industry
CROX,Crocs Inc. Common Stock,5235138611.0,United States,2006.0,Consumer Discretionary,Shoe Manufacturing
CRS,Carpenter Technology Corporation Common Stock,3102822800.0,United States,,Industrials,Steel/Iron Ore
CRSP,CRISPR Therapeutics AG Common Shares,3166928626.0,Switzerland,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,1352095500.0,United States,2020.0,Technology,Computer Manufacturing
CRT,Cross Timbers Royalty Trust Common Stock,112560000.0,United States,1992.0,Energy,Oil & Gas Production
CRTO,Criteo S.A. American Depositary Shares,1597905176.0,France,2013.0,Consumer Discretionary,Advertising
CRUS,Cirrus Logic Inc. Common Stock,3786459306.0,United States,1989.0,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,3485041403.0,United States,,Finance,Specialty Insurers
CRVO,CervoMed Inc. Common Stock,11867530.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CRVS,Corvus Pharmaceuticals Inc. Common Stock,63165962.0,United States,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,44571011658.0,United States,2019.0,Technology,EDP Services
CRWS,Crown Crafts Inc Common Stock,44252470.0,United States,,Consumer Discretionary,Textiles
CSAN,Cosan S.A. ADS,5889296400.0,,2021.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CSBR,Champions Oncology Inc. Common Stock,85727807.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,Cisco Systems Inc. Common Stock (DE),216488857034.0,United States,1990.0,Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,31382709393.0,United States,1998.0,Consumer Discretionary,Business Services
CSGS,CSG Systems International Inc. Common Stock,1641095265.0,United States,1996.0,Technology,EDP Services
CSIQ,Canadian Solar Inc. Common Shares (ON),1410444800.0,Canada,2006.0,,
CSL,Carlisle Companies Incorporated Common Stock,12706387351.0,United States,,Industrials,Specialty Chemicals
CSLM,CSLM Acquisition Corp. Class A Ordinary Share,0.0,United States,2022.0,Finance,Blank Checks
CSLMR,CSLM Acquisition Corp. Right,0.0,United States,2022.0,Finance,Blank Checks
CSLR,Complete Solaria Inc. Common Stock,63406774.0,United States,,Technology,Semiconductors
CSLRW,Complete Solaria Inc. Warrants,1177554.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CSPI,CSP Inc. Common Stock,88452891.0,United States,1982.0,Technology,EDP Services
CSQ,Calamos Strategic Total Return Common Stock,2170404917.0,United States,2004.0,Finance,Finance Companies
CSR,D/B/A Centerspace Common Stock,817339856.0,United States,,Real Estate,Real Estate Investment Trusts
CSR^C,D/B/A Centerspace 6.625% Series C ,,United States,,,
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,11140708.0,United States,2017.0,Consumer Discretionary,Movies/Entertainment
CSSEL,Chicken Soup for the Soul Entertainment Inc. Warrant,401693.0,United States,,Consumer Discretionary,Movies/Entertainment
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,693234455.0,United States,,Consumer Discretionary,Movies/Entertainment
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,286118478.0,United States,,Consumer Discretionary,Movies/Entertainment
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,0.0,,2021.0,Finance,Blank Checks
CSTE,Caesarstone Ltd. Ordinary Shares,135969400.0,Israel,2012.0,Consumer Discretionary,Multi-Sector Companies
CSTL,Castle Biosciences Inc. Common Stock,338874962.0,United States,2019.0,Health Care,Medical Specialities
CSTM,Constellium SE Ordinary Shares (France),2366520000.0,Netherlands,2013.0,Industrials,Metal Fabrications
CSTR,CapStar Financial Holdings Inc. Common Stock,311846648.0,United States,2016.0,Finance,Major Banks
CSV,Carriage Services Inc. Common Stock,349001383.0,United States,,Consumer Discretionary,Other Consumer Services
CSWC,Capital Southwest Corporation Common Stock,866696221.0,United States,,Finance,Finance/Investors Services
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,0.0,United States,,Finance,Finance Companies
CSWI,CSW Industrials Inc. Common Stock,2683913393.0,United States,,Industrials,Home Furnishings
CSX,CSX Corporation Common Stock,61754839154.0,United States,,Industrials,Railroads
CTA^A,EIDP Inc. Preferred Stock $3.50 Series,,United States,,,
CTA^B,EIDP Inc. Preferred Stock $4.50 Series,,United States,,,
CTAS,Cintas Corporation Common Stock,51400680649.0,United States,1983.0,Consumer Discretionary,Business Services
CTBB,Qwest Corporation 6.5% Notes due 2056,12.0,United States,2016.0,Telecommunications,Telecommunications Equipment
CTBI,Community Trust Bancorp Inc. Common Stock,657406450.0,United States,,Finance,Major Banks
CTCX,Carmell Therapeutics Corporation Class A Common Stock,54631106.0,United States,2021.0,Health Care,Medical/Dental Instruments
CTDD,Qwest Corporation 6.75% Notes due 2057,12.0,United States,2017.0,Telecommunications,Telecommunications Equipment
CTG,Computer Task Group Inc. Common Stock,167026524.0,United States,,Technology,EDP Services
CTGO,Contango ORE Inc. Common Stock,176136038.0,United States,2021.0,Basic Materials,Precious Metals
CTHR,Charles & Colvard Ltd Common Stock,11537960.0,United States,1997.0,Consumer Discretionary,Consumer Specialties
CTKB,Cytek Biosciences Inc. Common Stock,654528998.0,United States,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTLP,Cantaloupe Inc. Common Stock,487785228.0,United States,,Technology,EDP Services
CTLT,Catalent Inc. Common Stock,7952795729.0,United States,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
CTM,Castellum Inc. Common Stock,13544557.0,,2022.0,Technology,EDP Services
CTMX,CytomX Therapeutics Inc. Common Stock,91138018.0,United States,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,15946967.0,United States,2023.0,,
CTO,CTO Realty Growth Inc. Common Stock,368503199.0,United States,1992.0,Real Estate,Real Estate Investment Trusts
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,,United States,,,
CTOS,Custom Truck One Source Inc. Common Stock,1477575486.0,Cayman Islands,2017.0,Consumer Discretionary,Diversified Commercial Services
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,0.0,United States,2012.0,Finance,Investment Managers
CTRA,Coterra Energy Inc. Common Stock,22386118702.0,United States,,Energy,Oil & Gas Production
CTRE,CareTrust REIT Inc. Common Stock,2170572517.0,United States,2022.0,Real Estate,Real Estate Investment Trusts
CTRM,Castor Maritime Inc. Common Shares,38345433.0,Cyprus,,Consumer Discretionary,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,210718622.0,United States,2005.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CTS,CTS Corporation Common Stock,1254685411.0,United States,,Technology,Electrical Products
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,33135765729.0,United States,1998.0,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,71756159.0,United States,,Health Care,Medical/Dental Instruments
CTV,Innovid Corp. Common Stock,142785835.0,,2021.0,Consumer Discretionary,Advertising
CTVA,Corteva Inc. Common Stock ,36276038040.0,United States,2019.0,Consumer Staples,Farming/Seeds/Milling
CTXR,Citius Pharmaceuticals Inc. Common Stock,116760482.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,0.0,United States,,Finance,Investment Managers
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,582021175.0,United States,2019.0,Finance,Major Banks
CUBE,CubeSmart Common Shares,8311173055.0,United States,,Real Estate,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,1077365002.0,United States,,Finance,Major Banks
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,,United States,,,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,,United States,,,
CUE,Cue Biopharma Inc. Common Stock,82019703.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
CUEN,Cuentas Inc. Common Stock,2198016.0,United States,,Technology,Computer Software: Prepackaged Software
CUENW,Cuentas Inc. Warrant,41436.0,United States,,Technology,Computer Software: Prepackaged Software
CUK,Carnival Plc ADS ADS,1952217753.0,United States,,Consumer Discretionary,Marine Transportation
CULL,Cullman Bancorp Inc. Common Stock,76852231.0,United States,2021.0,Finance,Savings Institutions
CULP,Culp Inc. Common Stock,71006872.0,United States,,Consumer Discretionary,Textiles
CURI,CuriosityStream Inc. Class A Common Stock,36586215.0,United States,2020.0,Consumer Discretionary,Movies/Entertainment
CURIW,CuriosityStream Inc. Warrant,1580329.0,United States,2020.0,Consumer Discretionary,Movies/Entertainment
CURO,CURO Group Holdings Corp. Common Stock,35066588.0,United States,2017.0,Finance,Finance: Consumer Services
CURV,Torrid Holdings Inc. Common Stock,243527221.0,,2021.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CUTR,Cutera Inc. Common Stock,78977745.0,United States,2004.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ,Cousins Properties Incorporated Common Stock,2847289020.0,United States,,Real Estate,Real Estate Investment Trusts
CVAC,CureVac N.V. Ordinary Shares,1205387016.0,Germany,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,2283850504.0,United States,,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,2265090545.0,United States,,Consumer Discretionary,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,193830082.0,United States,,Finance,Major Banks
CVE,Cenovus Energy Inc Common Stock,40205651600.0,Canada,,Energy,Oil & Gas Production
CVEO,Civeo Corporation (Canada) Common Shares,296853420.0,,2014.0,Consumer Discretionary,Hotels/Resorts
CVGI,Commercial Vehicle Group Inc. Common Stock,238405599.0,United States,2004.0,Consumer Discretionary,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,475285992.0,United States,,Consumer Discretionary,Specialty Foods
CVI,CVR Energy Inc. Common Stock,3338118540.0,United States,2007.0,Energy,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
CVKD,Cadrenal Therapeutics Inc. Common Stock,7826675.0,United States,2023.0,Health Care, Medicinal Chemicals and Botanical Products 
CVLG,Covenant Logistics Group Inc. Class A Common Stock,549588901.0,United States,,Industrials,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,2964175610.0,United States,2006.0,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,191885811.0,United States,,Finance,Savings Institutions
CVM,Cel-Sci Corporation Common Stock,54112811.0,United States,1997.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVNA,Carvana Co. Class A Common Stock,6063159413.0,United States,2017.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CVR,Chicago Rivet & Machine Co. Common Stock,16453228.0,United States,1930.0,Industrials,Industrial Machinery/Components
CVRX,CVRx Inc. Common Stock,269006197.0,United States,2021.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVS,CVS Health Corporation Common Stock,90293247450.0,United States,,Consumer Staples,Retail-Drug Stores and Proprietary Stores
CVU,CPI Aerostructures Inc. Common Stock,39946331.0,United States,2022.0,Industrials,Military/Government/Technical
CVV,CVD Equipment Corporation Common Stock,47493908.0,United States,,Technology,Industrial Machinery/Components
CVX,Chevron Corporation Common Stock,316759478782.0,United States,,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,7850317283.0,United States,,Technology,Industrial Machinery/Components
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,4717442340.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
CWBC,Community West Bancshares Common Stock,111516892.0,United States,,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,7209176.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,444279698.0,Cayman Islands,,Utilities,Water Supply
CWD,CaliberCos Inc. Class A Common Stock,33149819.0,United States,2023.0,Finance,Real Estate
CWEN,Clearway Energy Inc. Class C Common Stock,4348659100.0,United States,2015.0,Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Common Stock,1464420232.0,United States,2016.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CWK,Cushman & Wakefield plc Ordinary Shares,1653656230.0,,2018.0,Finance,Real Estate
CWST,Casella Waste Systems Inc. Class A Common Stock,4465991285.0,United States,1997.0,Utilities,Environmental Services
CWT,California Water Service Group Common Stock,2761040700.0,United States,,Utilities,Water Supply
CX,Cemex S.A.B. de C.V. Sponsored ADR,9025513054.0,Mexico,,Industrials,Building Materials
CXAC,C5 Acquisition Corporation Class A Common Stock,0.0,,2022.0,Finance,Blank Checks
CXAI,CXApp Inc. Class A Common Stock,22506449.0,United States,2021.0,Technology,EDP Services
CXAIW,CXApp Inc. Warrant,1332261.0,United States,2021.0,Technology,EDP Services
CXDO,Crexendo Inc. Common Stock,50393060.0,United States,,Telecommunications,Telecommunications Equipment
CXE,MFS High Income Municipal Trust Common Stock,94892577.0,United States,1989.0,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,61676359.0,United States,1989.0,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,3683855063.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
CXT,Crane NXT Co. Common Stock,2919930274.0,United States,,Industrials,Office Equipment/Supplies/Services
CXW,CoreCivic Inc. Common Stock,1272093566.0,United States,,Real Estate,Real Estate Investment Trusts
CYAN,Cyanotech Corporation Common Stock,4637018.0,United States,,Health Care, Medicinal Chemicals and Botanical Products 
CYBN,Cybin Inc. Common Shares,120042325.0,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
CYBR,CyberArk Software Ltd. Ordinary Shares,6927505200.0,Israel,2014.0,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,9153403.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,176999508.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,7810979.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CYD,China Yuchai International Limited Common Stock,341575304.0,Singapore,1994.0,Industrials,Industrial Machinery/Components
